DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84,Topic_85
8042410,108,0,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.98608106,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395,0.00016570395
8132718,108,0,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.98948663,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028,0.00012516028
8707050,108,0,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.982961,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699,0.00020284699
9175625,108,0,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.0001307227,0.9890193,0.0001307227,0.0001307227,0.0001307227,0.0001307227
9245791,108,0,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.97851545,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924,0.00025576924
9346876,108,0,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.9876466,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572,0.00014706572
9352931,108,0,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.00014347736,0.9879479,0.00014347736,0.00014347736,0.00014347736
9591694,108,0,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.9882351,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955,0.00014005955
10051610,108,0,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.9770171,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083,0.0002736083
10087618,108,0,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.96911675,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935,0.00036765935
